City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
343,Morondava,MG,-20.2833,44.2833,83.89,67,2,4.03,clear sky
344,Grand Gaube,MU,-20.0064,57.6608,85.37,67,2,8.99,clear sky
345,Kijang,KR,35.2442,129.2139,44.33,17,63,1.21,broken clouds
346,Casablanca,MA,33.5928,-7.6192,59.02,57,54,3.96,broken clouds
347,Ahipara,NZ,-35.1667,173.1667,71.82,59,100,6.13,overcast clouds
348,Damghan,IR,36.1683,54.348,37.06,66,16,3.2,few clouds
349,Visby,SE,57.6409,18.296,35.76,93,100,18.41,light snow
350,Kupang,ID,-10.1667,123.5833,84.78,79,75,10.36,broken clouds
351,Belyy Yar,RU,53.6039,91.3903,-5.91,77,40,2.24,mist
352,Vysotsk,RU,60.6288,28.5705,20.52,99,70,2.68,broken clouds
353,Lincoln,US,40.8,-96.667,29.17,67,0,4.0,clear sky
354,Luderitz,NA,-26.6481,15.1594,67.73,72,0,19.8,clear sky
355,Wadi Maliz,TN,36.4681,8.5495,46.85,78,11,7.0,few clouds
356,Vyazemskiy,RU,47.5378,134.7525,-1.35,86,100,8.19,overcast clouds
357,Meulaboh,ID,4.1363,96.1285,86.45,67,77,6.6,broken clouds
358,Hauterive,FR,46.0901,3.4459,32.02,94,18,2.71,few clouds
359,Waldoboro,US,44.0954,-69.3756,23.49,67,100,11.79,overcast clouds
360,La Ronge,CA,55.1001,-105.2842,10.65,85,100,2.3,overcast clouds
361,Obukhiv,UA,50.11,30.6227,33.6,92,99,17.2,overcast clouds
362,Khani,GE,41.9563,42.9566,20.77,79,16,6.44,few clouds
363,Parnaiba,BR,-2.9047,-41.7767,73.35,86,100,7.11,overcast clouds
364,Tigil,RU,57.8,158.6667,25.99,73,83,14.18,broken clouds
365,Yulara,AU,-25.2406,130.9889,94.84,31,40,17.27,scattered clouds
366,Poronaysk,RU,49.2167,143.1167,8.58,94,100,14.72,snow
367,Kenai,US,60.5544,-151.2583,28.45,74,40,17.27,scattered clouds
368,Manhattan,US,40.7834,-73.9662,31.15,90,100,10.36,snow
369,Talas,TR,38.6908,35.5538,-3.33,84,0,4.61,clear sky
370,Mount Gambier,AU,-37.8333,140.7667,73.31,56,100,17.27,overcast clouds
371,Lazaro Cardenas,MX,17.9583,-102.2,73.53,81,3,3.94,clear sky
372,Zaysan,KZ,47.4667,84.8667,2.77,89,48,2.48,scattered clouds
373,Juneau,US,58.3019,-134.4197,42.8,86,100,23.02,moderate rain
374,Vestmannaeyjar,IS,63.4427,-20.2734,27.34,68,38,28.14,scattered clouds
375,Te Anau,NZ,-45.4167,167.7167,66.52,54,99,6.91,overcast clouds
376,Port-Gentil,GA,-0.7193,8.7815,79.54,84,100,10.33,overcast clouds
377,Aktau,KZ,43.65,51.2,28.98,63,93,7.74,overcast clouds
378,Griffith,US,41.5284,-87.4237,17.71,74,75,4.61,broken clouds
379,Kirakira,SB,-10.4544,161.9205,82.89,77,93,7.96,overcast clouds
380,Fare,PF,-16.7,-151.0167,81.23,75,0,17.16,light rain
381,Kavieng,PG,-2.5744,150.7967,83.39,71,100,2.68,light rain
382,Komsomolskiy,UZ,40.4272,71.7189,36.32,87,75,4.61,mist
383,Makakilo City,US,21.3469,-158.0858,73.72,73,0,5.75,clear sky
384,Along,IN,28.1667,94.7667,68.2,31,0,1.61,clear sky
385,Carauari,BR,-4.8828,-66.8958,72.84,99,100,2.51,light rain
386,Mouzouras,GR,35.5333,24.15,50.43,81,20,4.61,few clouds
387,Weston-Super-Mare,GB,51.346,-2.9766,52.16,94,100,24.16,fog
388,Nouadhibou,MR,20.931,-17.0347,58.98,88,97,16.11,overcast clouds
389,Natal,BR,-5.795,-35.2094,71.82,100,0,3.44,clear sky
390,Carroll,US,39.5501,-77.0164,30.52,93,100,9.22,overcast clouds
391,Kalas,IN,18.1667,74.8,74.79,22,31,7.11,scattered clouds
392,Bandarbeyla,SO,9.4942,50.8122,76.87,65,84,18.63,broken clouds
393,Winton,US,37.3894,-120.6133,54.5,84,0,0.0,haze
394,Glace Bay,CA,46.1969,-59.957,33.39,91,75,1.99,broken clouds
395,Umm Kaddadah,SD,13.6017,26.6876,52.97,19,60,19.48,broken clouds
396,Mae Sai,TH,20.4335,99.8762,83.44,30,9,2.98,clear sky
397,Gobabis,NA,-22.45,18.9667,73.53,61,7,11.32,clear sky
398,Rodrigues Alves,BR,-7.738,-72.6509,73.69,93,100,3.02,overcast clouds
399,Banda Aceh,ID,5.5577,95.3222,84.42,72,41,14.27,scattered clouds
400,Sheksna,RU,59.21,38.5107,15.76,96,100,4.94,light snow
401,Birin,NP,26.8865,88.0718,54.0,44,0,6.64,clear sky
402,Mokshan,RU,53.4365,44.6132,17.19,95,100,11.72,light snow
403,Mayo,US,38.8876,-76.5119,32.36,93,100,5.99,snow
404,Kozhva,RU,65.1073,57.0459,5.05,92,100,10.92,overcast clouds
405,Hovd,MN,48.0056,91.6419,-1.37,65,1,3.33,clear sky
406,Capoterra,IT,39.1763,8.9718,44.53,88,0,5.75,clear sky
407,Brewster,US,41.3973,-73.6171,30.29,90,100,1.01,snow
408,Ambon,ID,-3.6954,128.1814,91.54,55,20,13.8,light rain
409,Salamiyah,SY,35.0113,37.0532,38.37,95,100,1.39,overcast clouds
410,Zhezkazgan,KZ,47.8043,67.7144,13.98,79,100,8.95,overcast clouds
411,Severodvinsk,RU,64.5635,39.8302,15.91,95,100,6.38,light snow
412,Bathsheba,BB,13.2167,-59.5167,76.05,83,20,8.05,few clouds
413,Bassar,TG,9.25,0.7833,67.78,26,25,3.38,scattered clouds
414,Oudtshoorn,ZA,-33.5907,22.2014,61.16,58,13,1.88,few clouds
415,Aligudarz,IR,33.4006,49.6949,20.7,53,68,3.83,broken clouds
416,Koumac,NC,-20.5667,164.2833,83.19,74,98,13.06,overcast clouds
417,Tarko-Sale,RU,64.9225,77.785,-9.78,98,76,8.7,broken clouds
418,Ballina,AU,-28.8667,153.5667,84.24,90,100,6.91,overcast clouds
419,Agogo,GH,6.8,-1.0819,65.35,81,11,1.23,few clouds
420,Tsumeb,NA,-19.2333,17.7167,67.55,72,95,3.18,overcast clouds
421,Samarai,PG,-10.6167,150.6667,84.51,69,100,9.06,light rain
422,Bantou,CN,26.2151,117.4893,50.34,85,100,3.96,overcast clouds
423,Bayburt,TR,40.2589,40.2278,-0.6,97,25,1.54,scattered clouds
424,Lompoc,US,34.6391,-120.4579,58.19,57,0,0.0,clear sky
425,Limulunga,ZM,-15.0969,23.1376,64.99,93,100,7.23,overcast clouds
426,College,US,64.8569,-147.8028,3.15,57,75,9.22,broken clouds
427,Ayacucho,PE,-13.1583,-74.2239,53.28,89,100,1.32,light rain
428,Ewa Beach,US,21.3156,-158.0072,75.15,73,0,5.01,clear sky
429,Avera,US,33.194,-82.5271,39.07,60,16,17.29,few clouds
430,Beavercreek,US,39.7092,-84.0633,13.59,79,40,3.0,scattered clouds
431,Teahupoo,PF,-17.8333,-149.2667,75.16,75,38,17.2,light rain
432,Tamworth,GB,52.634,-1.6959,52.65,84,95,5.99,overcast clouds
433,Tacoronte,ES,28.4769,-16.4102,57.79,80,40,10.0,scattered clouds
434,Marfino,RU,55.7028,37.3822,21.45,92,75,4.47,broken clouds
435,Shiyan,CN,32.6475,110.7781,41.16,66,100,2.62,overcast clouds
436,Dubai,AE,25.2582,55.3047,66.45,77,1,5.75,clear sky
437,Lundazi,ZM,-12.2929,33.1782,65.46,96,100,3.98,light rain
438,Yei,SS,4.095,30.6779,74.21,29,13,5.77,few clouds
439,Iguape,BR,-24.7081,-47.5553,71.01,95,100,6.96,overcast clouds
440,Esso,RU,55.9333,158.7,17.92,98,99,2.55,light snow
441,Danjiangkou,CN,32.5428,111.5086,41.43,69,100,2.77,overcast clouds
442,Vanavara,RU,60.34,102.2797,1.38,88,100,3.83,overcast clouds
443,Sambava,MG,-14.2667,50.1667,80.06,65,46,5.61,scattered clouds
444,Asau,RO,46.4333,26.4,32.92,91,65,4.56,broken clouds
445,Cortez,US,37.3489,-108.5859,30.42,73,0,6.91,clear sky
446,Mahanoro,MG,-19.9,48.8,79.05,62,0,2.13,clear sky
447,Zhigalovo,RU,54.8097,105.1578,3.29,90,99,0.85,overcast clouds
448,Dali,CN,25.7,100.1833,54.41,34,5,5.01,clear sky
449,Mongo,TD,12.1844,18.693,62.73,21,6,5.44,clear sky
450,Havelock,US,34.8791,-76.9013,37.92,89,75,3.0,broken clouds
451,Mabaruma,GY,8.2,-59.7833,67.69,93,26,1.86,scattered clouds
452,Tadine,NC,-21.55,167.8833,79.45,86,100,14.14,light rain
453,Los Chiles,CR,11.0333,-84.7167,67.24,96,6,2.17,clear sky
454,Kulhudhuffushi,MV,6.6221,73.07,81.97,74,46,19.53,scattered clouds
455,La Rioja,ES,42.25,-2.5,33.12,50,3,2.89,clear sky
456,Chimbote,PE,-9.0853,-78.5783,69.62,83,100,6.31,overcast clouds
457,Dalvik,IS,65.9702,-18.5286,28.33,94,98,8.63,snow
458,Sisophon,KH,13.5859,102.9737,96.12,34,30,5.28,scattered clouds
459,Caraquet,CA,47.7941,-64.9386,0.14,93,100,7.9,overcast clouds
460,Andenes,NO,69.3143,16.1194,26.58,54,40,25.32,scattered clouds
461,Changli,CN,39.7042,119.1506,33.57,25,0,1.7,clear sky
462,Kropotkin,RU,45.4375,40.5756,32.85,81,100,10.78,overcast clouds
463,Whitehorse,CA,60.7161,-135.0538,32.77,74,100,11.5,overcast clouds
464,Kita,ML,13.0349,-9.4895,72.27,19,11,3.42,few clouds
465,Senador Guiomard,BR,-10.1522,-67.7392,74.95,98,100,1.45,overcast clouds
466,Muroto,JP,33.2833,134.15,51.84,46,85,2.53,overcast clouds
467,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,100,100,2.24,light shower snow
468,Rio Gallegos,AR,-51.6226,-69.2181,55.45,88,75,4.61,broken clouds
469,Abu Dhabi,AE,24.4667,54.3667,68.11,70,0,8.05,clear sky
470,Kwekwe,ZW,-18.9281,29.8149,67.46,86,94,3.94,light rain
471,Harnosand,SE,62.6323,17.9379,32.0,90,100,16.78,overcast clouds
472,Katangli,RU,51.7102,143.2326,-5.98,92,7,2.53,clear sky
473,Vuktyl,RU,63.8567,57.3094,4.17,92,100,9.57,overcast clouds
474,Torata,PE,-17.0769,-70.8433,56.1,83,72,1.45,broken clouds
475,Gillette,US,44.2911,-105.5022,34.81,44,0,14.97,clear sky
476,Tarnos,FR,43.5417,-1.4628,38.14,93,75,2.3,fog
477,Kuito,AO,-12.3833,16.9333,59.7,93,100,3.42,light rain
478,Fernley,US,39.608,-119.2518,40.86,43,97,1.59,overcast clouds
479,Kendari,ID,-3.945,122.4989,82.94,77,100,4.74,overcast clouds
480,Nishihara,JP,26.1842,127.7558,65.48,94,75,10.36,shower rain
481,Igrim,RU,63.1906,64.4162,-8.39,97,87,4.88,overcast clouds
482,Miri,MY,4.4148,114.0089,86.14,70,40,4.61,scattered clouds
483,Iqaluit,CA,63.7506,-68.5145,-18.31,68,100,15.01,light snow
484,Praxedis Guerrero,MX,31.3667,-106.0167,42.57,36,11,6.55,few clouds
485,Birjand,IR,32.8663,59.2211,37.87,25,0,6.91,clear sky
486,Gvardeysk,RU,54.6477,21.0651,32.05,83,91,7.72,overcast clouds
487,Sorland,NO,67.667,12.6934,32.92,92,100,32.12,light snow
488,Kavaratti,IN,10.5669,72.642,80.8,71,12,8.97,few clouds
489,Kudahuvadhoo,MV,2.6708,72.8944,80.85,64,50,10.27,scattered clouds
490,Glendive,US,47.1053,-104.7125,37.18,66,0,12.66,clear sky
491,Tornio,FI,65.8481,24.1466,12.22,98,64,5.01,broken clouds
492,Malamig,PH,12.95,121.3667,83.3,77,55,4.47,broken clouds
493,Norman Wells,CA,65.282,-126.8329,-11.16,70,100,6.91,light snow
494,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.46,97,99,1.99,overcast clouds
495,Voh,NC,-20.9667,164.7,82.04,73,99,7.56,overcast clouds
496,Oktyabrskiy,RU,54.4815,53.471,4.23,97,90,3.15,overcast clouds
497,Karratha,AU,-20.7377,116.8463,91.09,50,36,22.03,scattered clouds
498,Wanaka,NZ,-44.7,169.15,76.1,31,78,7.0,broken clouds
499,Gorin,RU,51.1983,136.6669,-0.15,83,100,2.39,overcast clouds
500,Daru,PG,-9.0763,143.2092,83.75,71,94,6.96,overcast clouds
501,Ginda,IN,30.6945,78.4932,56.61,28,0,6.17,clear sky
502,Caravelas,BR,-17.7125,-39.2481,74.75,95,59,4.94,broken clouds
503,Sidi Ali,DZ,36.0998,0.4206,48.11,58,0,7.34,clear sky
504,Hambantota,LK,6.1241,81.1185,86.34,70,20,5.75,few clouds
505,Palamos,ES,41.8484,3.1291,51.37,56,4,10.65,clear sky
506,Devils Lake,US,48.1128,-98.8651,8.94,89,0,7.0,clear sky
507,Nurota,UZ,40.5614,65.6886,33.89,66,74,15.73,broken clouds
508,Srandakan,ID,-7.9386,110.2506,85.14,66,69,9.1,broken clouds
509,Dukhovshchina,RU,55.1919,32.4111,25.56,94,100,11.27,snow
510,Bitung,ID,1.4451,125.1824,86.85,70,98,12.21,overcast clouds
511,San Juan,AR,-31.5375,-68.5364,77.56,51,31,3.53,scattered clouds
512,Chabahar,IR,25.2919,60.643,70.68,64,0,4.14,clear sky
513,Chadiza,ZM,-14.0678,32.4392,66.36,96,100,0.92,light rain
514,Kautokeino,NO,69.0125,23.0412,-12.78,100,64,1.68,broken clouds
515,Ponorogo,ID,-7.8685,111.462,86.4,66,64,3.31,broken clouds
516,Shache,CN,38.4167,77.2406,29.71,30,99,4.74,overcast clouds
517,Trapani,IT,37.8333,12.6667,51.98,76,40,14.97,scattered clouds
518,Novo Aripuana,BR,-5.1206,-60.3797,71.53,100,100,0.67,overcast clouds
519,Alekseyevsk,RU,57.8406,108.3492,-0.2,92,99,1.77,overcast clouds
520,Jiguani,CU,20.3667,-76.4272,67.78,89,5,4.94,clear sky
521,Pecos,US,31.4229,-103.4932,41.86,47,0,8.05,clear sky
522,Adeje,ES,28.1227,-16.726,61.56,54,20,1.99,few clouds
523,Benguela,AO,-12.5763,13.4055,77.07,83,99,2.08,overcast clouds
524,Clyde River,CA,70.4692,-68.5914,-9.17,84,100,26.46,snow
525,Shenjiamen,CN,29.9576,122.298,44.26,73,100,16.84,overcast clouds
526,Brindisi,IT,40.5833,17.6667,46.76,50,41,24.38,scattered clouds
527,Riyadh,SA,24.6877,46.7219,51.85,35,0,5.75,clear sky
528,Nantucket,US,41.2835,-70.0995,36.14,89,100,26.02,snow
529,Graham,US,47.0529,-122.2943,39.76,90,0,0.0,clear sky
530,Necochea,AR,-38.5473,-58.7368,63.03,72,0,10.96,clear sky
531,Nchelenge,ZM,-9.3451,28.734,71.64,84,100,2.86,overcast clouds
532,Obihiro,JP,42.9172,143.2044,26.01,72,64,5.5,broken clouds
533,Saint-Leu,RE,-21.15,55.2833,85.03,67,1,6.31,clear sky
534,Champerico,GT,14.3,-91.9167,77.04,78,2,6.78,clear sky
535,Mehamn,NO,71.0357,27.8492,23.02,67,100,5.28,overcast clouds
536,Pachino,IT,36.7186,15.0907,44.64,80,52,25.1,broken clouds
537,Itainopolis,BR,-7.4469,-41.4783,70.11,98,100,4.59,overcast clouds
538,Awjilah,LY,29.1081,21.2869,49.37,82,32,8.57,scattered clouds
539,Soto La Marina,MX,23.7667,-98.2167,50.77,69,100,7.16,overcast clouds
540,Minas,UY,-34.3759,-55.2377,64.87,81,0,6.26,clear sky
541,Talcahuano,CL,-36.7167,-73.1167,60.48,88,100,5.75,overcast clouds
542,Lyubech,UA,51.7026,30.6569,32.05,91,100,15.32,overcast clouds
543,Kaura Namoda,NG,12.5898,6.5779,62.35,16,2,15.66,clear sky
544,Vrangel,RU,42.7297,133.0839,19.98,44,64,19.33,broken clouds
545,Manbij,SY,36.5281,37.9549,34.57,87,65,9.31,broken clouds
546,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.61,99,100,1.21,light rain
547,Rawson,AR,-43.3002,-65.1023,66.81,83,77,9.51,broken clouds
548,Kalmunai,LK,7.4167,81.8167,82.9,72,30,4.41,scattered clouds
549,Leh,IN,34.1667,77.5833,8.73,79,50,1.68,scattered clouds
550,Barceloneta,PR,18.4505,-66.5385,73.85,90,20,5.12,few clouds
551,Dongsheng,CN,39.8161,109.9776,26.65,34,0,10.42,clear sky
552,Youkounkoun,GN,12.5333,-13.1333,71.06,24,74,0.43,broken clouds
553,Acapulco,MX,16.8634,-99.8901,75.76,80,1,4.29,clear sky
554,Sembakung,ID,3.8167,117.25,85.93,51,67,1.92,broken clouds
555,Wageningen,NL,51.9667,5.6667,48.06,98,100,14.97,mist
556,Yumen,CN,40.2833,97.2,29.43,28,3,17.16,clear sky
557,Strelka,RU,58.0728,93.0344,7.12,91,100,4.07,overcast clouds
558,Ariquemes,BR,-9.9133,-63.0408,72.77,99,100,2.95,overcast clouds
559,Chivolo,CO,10.025,-74.6228,73.29,87,73,4.05,broken clouds
560,Amposta,ES,40.7131,0.581,51.06,60,3,9.37,clear sky
561,Marawi,PH,7.9986,124.2928,74.64,80,47,3.83,scattered clouds
562,Soderhamn,SE,61.3037,17.0592,33.4,97,98,13.06,light snow
563,Koshki,RU,54.2091,50.4677,8.78,96,100,5.35,overcast clouds
564,Coruripe,BR,-10.1256,-36.1756,77.65,80,100,10.13,moderate rain
565,Kefar Shemaryahu,IL,32.1856,34.8219,50.5,96,74,11.05,broken clouds
566,Rundu,NA,-17.9333,19.7667,67.35,93,100,6.96,light rain
567,Cedar City,US,37.6775,-113.0619,29.39,54,0,0.0,clear sky
568,Altay,CN,47.8667,88.1167,11.75,64,0,0.85,clear sky
569,Lyngseidet,NO,69.5763,20.2189,15.89,74,30,14.5,scattered clouds
570,Nicoya,CR,10.1483,-85.452,69.35,81,48,1.07,scattered clouds
571,Pahrump,US,36.2083,-115.9839,52.18,20,100,1.01,overcast clouds
572,Fayaoue,NC,-20.65,166.5333,80.42,83,100,8.95,overcast clouds
573,Kibakwe,TZ,-6.7167,36.3667,63.25,98,100,1.45,moderate rain
574,Abha,SA,18.2164,42.5053,55.22,76,20,14.97,few clouds
575,Chippenham,GB,51.46,-2.1247,51.57,90,100,19.8,overcast clouds
576,Chicama,PE,-7.8447,-79.1469,64.94,79,95,4.74,overcast clouds
577,Hofn,IS,64.2539,-15.2082,28.58,54,49,22.66,scattered clouds
578,Charlestown,AU,-32.95,151.6667,85.68,69,5,4.0,clear sky
579,Mokolo,CM,10.7398,13.8019,57.36,22,60,6.06,broken clouds
580,Turayf,SA,31.6725,38.6637,28.65,100,100,4.61,fog
581,Bernardino De Campos,BR,-23.0131,-49.4742,63.63,96,100,8.57,overcast clouds
582,Monte Azul Paulista,BR,-20.9072,-48.6414,68.09,96,100,3.2,overcast clouds
583,New Plymouth,NZ,-39.0667,174.0833,71.31,45,24,10.6,few clouds
584,Zelenets,RU,61.8849,50.7489,12.45,93,100,7.81,overcast clouds
585,Polunochnoye,RU,60.8697,60.4153,0.66,90,89,2.62,overcast clouds
586,Aykhal,RU,66.0,111.5,-12.17,98,73,6.08,broken clouds
587,Sorong,ID,-0.8833,131.25,82.49,76,90,7.02,overcast clouds
588,Luganville,VU,-15.5333,167.1667,80.56,86,100,14.0,heavy intensity rain
589,Sisimiut,GL,66.9395,-53.6735,11.43,84,100,27.13,light snow
590,Caraballeda,VE,10.6112,-66.8522,75.27,88,40,5.75,scattered clouds
591,Bongandanga,CD,1.5,21.05,73.65,47,49,3.74,scattered clouds
592,Seoul,KR,37.5683,126.9778,34.56,26,0,9.22,clear sky
593,Bratsk,RU,56.1325,101.6142,0.34,91,94,3.83,overcast clouds
594,Gerede,TR,40.8008,32.1969,12.18,88,90,5.41,overcast clouds
595,Sept-Iles,CA,50.2001,-66.3821,-8.95,71,0,3.0,clear sky
596,Pljevlja,ME,43.3333,19.3333,24.42,97,100,5.19,light snow
597,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,-26.16,99,46,2.39,scattered clouds
598,Kenora,CA,49.8167,-94.4337,0.77,78,40,5.75,scattered clouds
599,Hong Gai,VN,20.956,107.0946,67.91,85,100,10.87,overcast clouds
600,Bouza,NE,14.4229,6.0428,58.95,16,0,16.51,clear sky
601,Ust-Tsilma,RU,65.441,52.1498,11.25,94,100,8.01,light snow
602,Tolon,GR,37.5202,22.8586,50.83,75,99,2.44,overcast clouds
603,Pontes E Lacerda,BR,-15.2261,-59.3353,72.18,99,100,3.13,light rain
604,Yeppoon,AU,-23.1333,150.7333,87.58,65,53,17.47,broken clouds
605,Artyom,AZ,40.4723,50.333,37.54,75,87,11.97,overcast clouds
606,Nemuro,JP,43.3236,145.575,28.83,59,43,14.5,scattered clouds
607,Cintalapa,MX,16.6951,-93.7272,65.86,91,98,10.78,overcast clouds
608,Butembo,CD,0.15,29.2833,65.53,51,99,0.63,overcast clouds
609,Aban,RU,56.67,96.06,3.34,92,97,4.61,overcast clouds
610,Shambu,ET,9.5667,37.1,60.42,49,2,0.96,clear sky
611,Cangucu,BR,-31.395,-52.6756,61.81,91,2,2.8,clear sky
612,Katakwi,UG,1.8911,33.9661,79.29,26,50,1.88,scattered clouds
613,San Policarpo,PH,12.1791,125.5072,81.63,79,99,7.85,overcast clouds
614,Puerto Escondido,MX,15.85,-97.0667,75.6,84,12,5.14,few clouds
615,Qazvin,IR,36.2797,50.0049,31.62,69,98,0.0,haze
616,North Bend,US,43.4065,-124.2243,42.93,100,0,3.44,clear sky
617,Klyuchi,RU,52.2667,79.1667,10.58,82,99,8.55,overcast clouds
618,Hay River,CA,60.8156,-115.7999,-2.22,84,75,3.44,light snow
619,Olinda,BR,-8.0089,-34.8553,73.13,94,75,4.61,light rain
620,Poum,NC,-20.2333,164.0167,82.36,76,88,12.06,overcast clouds
621,Dandong,CN,40.1292,124.3947,27.91,25,0,12.26,clear sky
622,Henderson,US,36.0397,-114.9819,54.14,19,0,0.0,clear sky
623,Sabha,LY,27.0377,14.4283,41.56,46,21,6.2,few clouds
624,Kelapa Sawit,MY,1.6698,103.5327,91.31,58,20,6.91,few clouds
625,Alice Springs,AU,-23.7,133.8833,76.55,94,75,11.5,thunderstorm with rain
626,Campoverde,PE,-8.4753,-74.8058,75.74,78,100,1.81,overcast clouds
627,Bijela,BA,43.6086,17.9519,38.1,89,54,8.86,broken clouds
628,Luwuk,ID,-0.9516,122.7875,84.24,74,100,1.99,moderate rain
629,Rumoi,JP,43.9344,141.6428,21.78,84,100,17.16,light snow
630,Belokurikha,RU,51.9959,84.9896,17.24,75,67,2.28,broken clouds
631,Pedra Branca,BR,-5.4542,-39.7172,66.81,96,100,1.88,moderate rain
632,Yashkul,RU,46.1711,45.3435,31.71,75,74,10.76,light snow
633,Wellington,NZ,-41.2866,174.7756,71.26,53,2,21.85,clear sky
634,Tsalka,GE,41.5946,44.0891,18.39,64,2,4.0,clear sky
635,Sajanan,TN,37.0573,9.2426,52.07,83,81,6.87,broken clouds
636,Nancha,CN,47.1333,129.2667,9.39,58,89,10.33,overcast clouds
637,Narsaq,GL,60.9167,-46.05,21.42,90,100,7.78,snow
638,Saint-Francois,FR,46.4154,3.9054,31.68,100,100,5.75,mist
639,Jaciara,BR,-15.9653,-54.9683,70.97,96,100,3.49,overcast clouds
640,Armenia,AM,40.0,45.0,10.92,95,100,3.98,light snow
641,Maldonado,UY,-34.6667,-54.9167,65.59,80,0,5.44,clear sky
642,Jumla,NP,29.2747,82.1838,53.76,27,0,5.82,clear sky
643,Rorvik,NO,64.8621,11.2373,40.95,80,100,20.07,light rain
644,Deputatskiy,RU,69.3,139.9,-20.81,95,89,1.32,overcast clouds
645,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,94,0,5.75,clear sky
646,Tchibanga,GA,-2.85,11.0333,70.48,97,95,0.43,overcast clouds
647,Pakxe,LA,15.1167,105.7833,87.94,45,29,4.61,scattered clouds
648,Parlakimidi,IN,18.7667,84.0833,78.13,29,51,0.78,broken clouds
649,Douentza,ML,14.9951,-2.9517,65.61,22,21,4.76,few clouds
650,Inhambane,MZ,-23.865,35.3833,82.38,78,20,5.01,few clouds
651,Ravar,IR,31.2656,56.8055,45.9,24,99,2.59,overcast clouds
652,Baykit,RU,61.67,96.37,0.57,96,100,2.93,overcast clouds
653,Linhares,BR,-19.3911,-40.0722,71.42,97,36,3.56,scattered clouds
654,Kochinda,IN,21.7333,84.35,69.76,27,0,5.41,clear sky
655,General Roca,AR,-39.0333,-67.5833,79.2,27,17,14.94,few clouds
656,Panjab,AF,34.388,67.0233,25.02,83,90,3.15,overcast clouds
657,Swan Hill,AU,-35.3378,143.5544,86.31,48,74,10.2,broken clouds
658,Bilibino,RU,68.0546,166.4372,-10.12,92,100,2.93,overcast clouds
659,Paita,PE,-5.0892,-81.1144,72.27,78,100,6.6,overcast clouds
660,Urusha,RU,54.05,122.9,10.96,59,90,10.31,overcast clouds
661,Arman,RU,59.7,150.1667,8.76,77,100,14.12,overcast clouds
662,Muswellbrook,AU,-32.2667,150.9,93.33,27,35,7.34,scattered clouds
663,San Joaquin,US,37.9333,-121.3011,47.35,81,0,3.44,clear sky
664,Carrascal,PH,9.3703,125.9492,83.14,81,37,6.42,scattered clouds
665,Kieta,PG,-6.2167,155.6333,83.35,78,77,5.59,moderate rain
666,Dwarka,IN,22.2394,68.9678,73.51,38,0,7.61,clear sky
667,Yuli,NG,9.6989,10.2744,63.63,28,100,9.4,overcast clouds
668,Rocha,UY,-34.4833,-54.3333,58.39,82,0,3.83,clear sky
669,Awbari,LY,26.5921,12.7805,40.19,57,5,2.91,clear sky
670,Kilrush,IE,52.6397,-9.4833,53.35,90,82,25.23,broken clouds
671,Vanino,RU,49.0869,140.2543,7.61,68,100,6.58,overcast clouds
672,Mogok,MM,22.9167,96.5,67.24,41,4,3.09,clear sky
673,Caninde De Sao Francisco,BR,-9.66,-37.7894,76.17,75,100,4.52,moderate rain
674,Giddarbaha,IN,30.2,74.6667,64.8,31,0,3.38,clear sky
675,Moundou,TD,8.5667,16.0833,67.08,25,44,2.55,scattered clouds
676,Xuddur,SO,4.1213,43.8894,75.88,51,60,23.04,broken clouds
677,Goderich,CA,43.7501,-81.7165,-1.88,78,64,6.91,broken clouds
678,Shimoda,JP,34.6667,138.95,55.76,58,98,7.02,overcast clouds
679,Gamba,GA,-2.65,10.0,75.29,89,99,0.83,overcast clouds
680,Hailey,US,43.5196,-114.3153,17.46,67,0,10.36,clear sky
681,Davila,PH,18.4726,120.5763,84.18,83,92,7.09,overcast clouds
682,Cervo,ES,43.6702,-7.4101,44.76,87,60,11.41,broken clouds
683,Hit,IQ,33.6416,42.8251,49.08,56,76,1.28,broken clouds
684,Bousse,BF,12.6606,-1.8922,67.57,24,11,11.16,few clouds
685,Bubaque,GW,11.2833,-15.8333,76.41,60,36,15.23,scattered clouds
686,Tairua,NZ,-37.0167,175.85,70.09,66,38,7.23,scattered clouds
687,Labuhan,ID,-6.8844,112.2051,83.89,73,98,10.47,overcast clouds
688,Yunyang,CN,33.4474,112.7142,37.96,75,100,2.73,overcast clouds
689,Laguna,US,38.421,-121.4238,53.35,83,0,0.0,clear sky
690,Honningsvag,NO,70.9821,25.9704,28.56,59,99,5.41,overcast clouds
691,Port Hedland,AU,-20.3167,118.5667,93.25,55,75,19.57,broken clouds
692,Broken Hill,AU,-31.95,141.4333,85.71,51,75,12.66,broken clouds
693,Bonthe,SL,7.5264,-12.505,75.99,88,11,3.83,few clouds
694,Aleksandrov Gay,RU,50.147,48.5704,6.06,98,98,6.33,overcast clouds
695,Colares,PT,38.7992,-9.4469,52.29,41,3,5.01,clear sky
